"mix","av_OSeeds_Per_Bloom","av_CSeeds_Per_Bloom","av_nestedness_actual","av_nestedness_null"
"Mix1",50.9620946845943,35.9005274124455,21.4069411764706,0.527465567479223
"Mix2",6.67879095358289,9.85932419665557,21.0754117647059,0.508435228921763
"Mix3",25.7088168436266,17.5312038050488,18.9554705882353,0.615455445126805
"Mix4",57.9364562187276,54.3837897958318,22.9914,0.381004112698898
"Mix5",14.518290423484,14.2694977592183,20.4705384615385,0.630575758209343
"Mix6",26.3788327339906,14.6863640454355,14.3554375,0.496978439319945
