"mix","av_nestedness_actual","av_nestedness_null"
"Mix1",21.4069411764706,0.527465567479223
"Mix2",21.0754117647059,0.508435228921763
"Mix3",18.9554705882353,0.615455445126805
"Mix4",22.9914,0.381004112698898
"Mix5",20.4705384615385,0.630575758209343
"Mix6",14.3554375,0.496978439319945
